Flow ID, Flow Duration,Idle Mean, Label,clustering_results
172.16.0.5-192.168.50.4-968-968-6,49694100,11542132.5,1,1.0
172.16.0.5-192.168.50.4-39365-39365-6,57070987,14267704.5,1,1.0
172.217.6.230-192.168.50.6-443-56104-6,51,0.0,0,2.0
192.168.50.9-4.2.2.4-42207-53-17,7924011,0.0,0,2.0
172.217.2.98-192.168.50.8-443-61120-6,1,0.0,0,2.0
172.16.0.5-192.168.50.4-34491-34491-6,70123446,14024635.6,1,1.0
192.168.50.8-4.2.2.4-55198-53-17,20706,0.0,0,1.0
192.168.50.6-23.211.100.59-57263-443-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-44396-44396-6,52046100,11980296.5,1,2.0
172.16.0.5-192.168.50.4-61572-1156-6,41725845,13908562.333333336,1,2.0
172.16.0.5-192.168.50.4-21992-21992-6,57512450,11502444.6,1,2.0
172.16.0.5-192.168.50.4-45823-45823-6,41320767,20660358.0,1,1.0
172.16.0.5-192.168.50.4-27842-27842-6,63374610,15424092.5,1,1.0
172.16.0.5-192.168.50.4-18719-18719-6,61999815,12399916.8,1,1.0
172.16.0.5-192.168.50.4-26732-26732-6,21156987,21156985.0,1,1.0
172.217.3.110-192.168.50.9-80-56662-6,118751684,10191522.272727272,0,2.0
172.16.0.5-192.168.50.4-15531-15531-6,53342132,13335494.75,1,2.0
172.16.0.5-192.168.50.4-34206-34206-6,15931051,15930905.0,1,1.0
172.217.10.130-192.168.50.8-443-61988-6,2,0.0,0,1.0
172.16.0.5-192.168.50.4-12421-12421-6,43209059,21604513.5,1,2.0
192.168.50.8-4.2.2.4-63608-53-17,20830,0.0,0,1.0
192.168.50.6-23.211.100.59-57263-443-6,211,0.0,0,1.0
172.16.0.5-192.168.50.4-24338-24338-6,54726523,10945230.2,1,2.0
172.217.6.228-192.168.50.8-443-60958-6,3,0.0,0,1.0
172.16.0.5-192.168.50.4-903-903-6,36850368,12283386.333333336,1,2.0
192.168.50.6-8.8.8.8-59272-53-17,47837,0.0,0,1.0
172.217.11.2-192.168.50.6-443-57171-6,52588042,49665775.0,0,2.0
192.168.50.6-107.178.246.49-56268-443-6,2,0.0,0,1.0
172.16.0.5-192.168.50.4-27722-27722-6,61442869,12288551.4,1,2.0
172.16.0.5-192.168.50.4-65500-65500-6,54614446,10922852.8,1,2.0
172.16.0.5-192.168.50.4-9088-9088-6,31697367,7924242.5,1,1.0
172.16.0.5-192.168.50.4-10166-10166-6,25704089,12851992.0,1,2.0
172.16.0.5-192.168.50.4-22469-22469-6,27680532,12446624.0,1,2.0
172.16.0.5-192.168.50.4-61658-3345-6,6629319,6629317.0,1,1.0
172.16.0.5-192.168.50.4-59919-59919-6,28473255,13828400.5,1,2.0
192.168.50.9-52.200.64.201-52546-443-6,63854,0.0,0,1.0
172.16.0.5-192.168.50.4-9981-9981-6,36288160,11987115.0,1,2.0
172.16.0.5-192.168.50.4-11543-11543-6,58885024,19628291.0,1,2.0
192.168.50.253-224.0.0.5-0-0-0,113588375,9465690.91666667,0,1.0
172.217.10.34-192.168.50.6-443-58384-6,2,0.0,0,2.0
172.16.0.5-192.168.50.4-6828-6828-6,42137680,14045853.333333336,1,2.0
172.16.0.5-192.168.50.4-7896-7896-6,46712772,14568510.666666664,1,2.0
192.168.50.8-74.208.236.171-61940-80-6,54708,0.0,0,1.0
192.168.50.6-4.2.2.4-57793-53-17,20853,0.0,0,1.0
192.168.50.9-104.16.12.243-45400-443-6,73,0.0,0,1.0
172.16.0.5-192.168.50.4-63552-63552-6,66444237,13288796.4,1,2.0
172.16.0.5-192.168.50.4-36606-36606-6,64781965,12460280.8,1,1.0
172.16.0.5-192.168.50.4-49181-49181-6,57581553,19193850.0,1,1.0
172.16.0.5-192.168.50.4-32827-32827-6,44261352,12570571.333333336,1,2.0
172.16.0.5-192.168.50.4-46890-46890-6,29508930,9836291.333333334,1,2.0
172.16.0.5-192.168.50.4-35101-35101-6,48700778,10985673.25,1,2.0
172.16.0.5-192.168.50.4-39951-39951-6,75388218,12171224.5,1,2.0
192.168.50.9-23.15.4.24-44372-80-6,115299186,10210005.272727272,0,2.0
172.16.0.5-192.168.50.4-37112-37112-6,25162233,12581006.0,1,1.0
172.16.0.5-192.168.50.4-7391-7391-6,43215783,21607891.0,1,1.0
192.168.50.6-4.2.2.4-57617-53-17,23217,0.0,0,1.0
192.168.50.6-4.2.2.4-62931-53-17,23264,0.0,0,1.0
192.168.50.6-4.2.2.4-60425-53-17,20950,0.0,0,1.0
172.16.0.5-192.168.50.4-62328-62328-6,53199459,13299824.75,1,2.0
192.168.50.6-4.2.2.4-62578-53-17,21944,0.0,0,1.0
172.16.0.5-192.168.50.4-13251-13251-6,58843457,14710797.0,1,2.0
172.16.0.5-192.168.50.4-40782-40782-6,54639054,18212893.0,1,1.0
192.168.50.4-52.85.90.206-51614-443-6,437,0.0,0,2.0
172.16.0.5-192.168.50.4-54975-54975-6,41445534,20722765.5,1,1.0
172.16.0.5-192.168.50.4-23678-23678-6,55291151,13602165.5,1,1.0
172.16.0.5-192.168.50.4-30584-30584-6,37087141,18543530.5,1,1.0
172.16.0.5-192.168.50.4-40963-40963-6,59999782,13924774.25,1,2.0
172.16.0.5-192.168.50.4-47347-47347-6,34695268,17347633.0,1,1.0
172.16.0.5-192.168.50.4-10510-10510-6,60092698,13855990.5,1,2.0
172.16.0.5-192.168.50.4-37311-8799-6,9331094,9331093.0,1,1.0
172.16.0.5-192.168.50.4-54371-54371-6,57477506,11495435.8,1,2.0
172.16.0.5-192.168.50.4-60450-60450-6,39785409,13261733.333333336,1,1.0
172.217.2.161-192.168.50.8-443-61916-6,3,0.0,0,2.0
172.16.0.5-192.168.50.4-64358-64358-6,56211529,13363634.5,1,1.0
192.168.50.9-52.84.141.84-47026-443-6,26682,0.0,0,2.0
172.16.0.5-192.168.50.4-50416-50416-6,51283573,12820828.5,1,1.0
172.16.0.5-192.168.50.4-17583-17583-6,55963762,10282184.6,1,2.0
172.16.0.5-192.168.50.4-37437-37437-6,53654184,16655261.333333336,1,2.0
172.16.0.5-192.168.50.4-39025-39025-6,17297841,17297841.0,1,1.0
172.217.10.78-192.168.50.9-443-33142-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-61473-1057-6,20889876,20889771.0,1,1.0
192.168.50.253-224.0.0.5-0-0-0,114138443,9511531.0,0,1.0
172.16.0.5-192.168.50.4-64029-64029-6,58282147,11086408.2,1,1.0
172.217.10.226-192.168.50.6-443-57057-6,0,0.0,0,2.0
172.16.0.5-192.168.50.4-44846-44846-6,17133308,17133307.0,1,2.0
172.217.11.6-192.168.50.9-443-49208-6,1,0.0,0,2.0
172.16.0.5-192.168.50.4-10389-10389-6,43417111,13887412.666666664,1,2.0
172.217.3.106-192.168.50.6-443-58437-6,2,0.0,0,1.0
172.217.12.161-192.168.50.6-443-57013-6,180,0.0,0,1.0
172.16.0.5-192.168.50.4-12720-12720-6,51749859,12937397.0,1,2.0
192.168.50.8-204.154.111.117-62354-443-6,180,0.0,0,1.0
172.16.0.5-192.168.50.4-62622-62622-6,69727239,17431782.75,1,2.0
192.168.50.8-8.8.8.8-65430-53-17,62885,0.0,0,1.0
172.16.0.5-192.168.50.4-8049-8049-6,42923791,13112748.333333336,1,2.0
172.217.3.110-192.168.50.9-443-36040-6,1,0.0,0,1.0
172.217.10.34-192.168.50.6-80-56322-6,41072,0.0,0,1.0
192.168.50.9-205.185.208.52-56664-443-6,24970,0.0,0,1.0
192.168.50.9-31.13.71.7-55066-443-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-30765-30765-6,40375261,20187580.0,1,2.0
172.16.0.5-192.168.50.4-39358-39358-6,44797492,10671019.0,1,2.0
192.168.50.6-4.2.2.4-57550-53-17,20791,0.0,0,1.0
172.16.0.5-192.168.50.4-64898-64898-6,52483245,13120771.5,1,2.0
172.16.0.5-192.168.50.4-53976-53976-6,58016462,14504090.25,1,2.0
172.217.10.65-192.168.50.8-443-61000-6,1,0.0,0,1.0
192.168.50.8-74.208.236.171-61645-80-6,276,0.0,0,1.0
192.168.50.8-4.2.2.4-55049-53-17,20690,0.0,0,1.0
192.168.50.6-8.8.8.8-61460-53-17,46853,0.0,0,1.0
172.16.0.5-192.168.50.4-61395-11991-6,24359416,24359413.0,1,1.0
172.16.0.5-192.168.50.4-29508-29508-6,61925808,15481413.75,1,2.0
192.168.50.6-52.85.90.225-57468-443-6,275115,0.0,0,1.0
172.217.6.230-192.168.50.6-443-58668-6,2,0.0,0,1.0
192.168.50.9-54.210.43.188-33456-443-6,117658726,58582774.0,0,2.0
172.16.0.5-192.168.50.4-19826-19826-6,53353975,12166271.0,1,1.0
172.16.0.5-192.168.50.4-32131-32131-6,44625336,14875110.0,1,1.0
192.168.50.8-74.208.236.171-62095-80-6,84,0.0,0,1.0
192.168.50.253-224.0.0.5-0-0-0,114086581,9507208.666666666,0,2.0
172.16.0.5-192.168.50.4-28781-28781-6,35281668,11760487.333333336,1,2.0
172.16.0.5-192.168.50.4-45996-45996-6,35116343,11705410.0,1,2.0
172.217.6.226-192.168.50.6-443-56715-6,683,0.0,0,1.0
192.168.50.8-4.2.2.4-51827-53-17,21653,0.0,0,1.0
172.217.10.34-192.168.50.6-443-58597-6,2,0.0,0,1.0
192.168.50.8-8.8.8.8-59487-53-17,47077,0.0,0,1.0
172.16.0.5-192.168.50.4-11830-11830-6,67186429,21429903.666666668,1,2.0
172.16.0.5-192.168.50.4-21733-21733-6,65932146,21977364.666666668,1,2.0
192.168.50.8-4.2.2.4-51467-53-17,23172,0.0,0,1.0
192.168.50.8-4.2.2.4-63791-53-17,22561,0.0,0,1.0
172.16.0.5-192.168.50.4-41946-41946-6,66216459,16554062.5,1,2.0
192.168.50.6-4.2.2.4-53395-53-17,22679,0.0,0,1.0
172.16.0.5-192.168.50.4-60268-60268-6,39000401,19500150.0,1,2.0
172.16.0.5-192.168.50.4-36546-36546-6,39882835,9970651.25,1,2.0
172.16.0.5-192.168.50.4-62629-2213-6,68388985,10734475.5,1,2.0
172.16.0.5-192.168.50.4-30432-30432-6,52842761,26421329.0,1,2.0
172.217.12.162-192.168.50.6-80-56538-6,89,0.0,0,1.0
192.168.50.6-216.58.219.194-58403-443-6,116378195,57991589.0,0,2.0
172.16.0.5-192.168.50.4-36722-36722-6,62682336,14534783.5,1,2.0
192.168.50.9-52.84.145.186-32884-443-6,2,0.0,0,1.0
172.16.0.5-192.168.50.4-60252-60252-6,68521695,17130326.0,1,2.0
172.16.0.5-192.168.50.4-11332-11332-6,42948321,10736968.25,1,2.0
172.16.0.5-192.168.50.4-25576-25576-6,74218143,12369642.333333336,1,2.0
172.217.2.169-192.168.50.9-443-60832-6,118891987,58697585.5,0,1.0
172.16.0.5-192.168.50.4-8479-8479-6,40774428,13591399.666666664,1,2.0
172.217.2.166-192.168.50.8-443-62259-6,2,0.0,0,1.0
172.16.0.5-192.168.50.4-51742-51742-6,38010914,12670205.0,1,2.0
192.168.50.6-8.8.8.8-56596-53-17,45267,0.0,0,1.0
192.168.50.8-4.2.2.4-53741-53-17,20777,0.0,0,1.0
172.217.10.70-192.168.50.8-443-60984-6,2,0.0,0,1.0
192.168.50.6-74.208.236.171-56094-80-6,7272397,0.0,0,2.0
172.16.0.5-192.168.50.4-5975-5975-6,58375439,14593776.25,1,1.0
172.217.12.206-192.168.50.8-80-61683-6,40948,0.0,0,2.0
172.16.0.5-192.168.50.4-31745-31745-6,42855741,21427819.0,1,1.0
192.168.50.6-104.36.115.113-57897-443-6,154,0.0,0,2.0
172.16.0.5-192.168.50.4-28306-28306-6,16766934,16766933.0,1,2.0
192.168.50.8-4.2.2.4-63305-53-17,20722,0.0,0,2.0
192.168.50.8-4.2.2.4-59974-53-17,20981,0.0,0,2.0
148.66.196.157-192.168.50.9-443-56420-6,64,0.0,0,2.0
192.168.50.253-224.0.0.5-0-0-0,114208033,9517329.583333332,0,1.0
192.168.50.9-54.175.113.97-40880-443-6,14847345,10036680.0,0,2.0
172.16.0.5-192.168.50.4-57874-57874-6,60186244,15046507.5,1,1.0
172.16.0.5-192.168.50.4-58434-58434-6,36879851,12293248.666666664,1,1.0
192.168.50.6-23.211.100.59-57274-443-6,153,0.0,0,2.0
172.16.0.5-192.168.50.4-9912-9912-6,42557007,14185616.0,1,1.0
192.168.50.8-4.2.2.4-49960-53-17,23849,0.0,0,1.0
172.16.0.5-192.168.50.4-48701-48701-6,64146356,12829259.4,1,2.0
192.168.50.6-204.154.111.121-56175-443-6,25274,0.0,0,1.0
172.217.10.98-192.168.50.6-443-57889-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-43905-43905-6,57000111,27646554.0,1,2.0
172.217.0.226-192.168.50.9-443-38526-6,65368059,58436325.0,0,1.0
192.168.50.6-52.85.89.35-57769-443-6,1,0.0,0,2.0
192.168.50.8-4.2.2.4-64757-53-17,21764,0.0,0,2.0
192.168.50.8-4.2.2.4-65108-53-17,26879,0.0,0,2.0
172.217.3.100-192.168.50.9-443-36968-6,118328281,58070418.0,0,1.0
172.16.0.5-192.168.50.4-56063-56063-6,25369142,12684570.0,1,2.0
172.16.0.5-192.168.50.4-22506-22506-6,65745650,21915164.666666668,1,1.0
172.16.0.5-192.168.50.4-7706-7706-6,64000578,15078194.25,1,1.0
192.168.50.8-8.8.8.8-57897-53-17,46830,0.0,0,2.0
172.16.0.5-192.168.50.4-61170-61170-6,62907019,15726693.75,1,1.0
172.16.0.5-192.168.50.4-34969-34969-6,58711491,11049330.6,1,1.0
172.16.0.5-192.168.50.4-62537-62537-6,44765284,11191254.75,1,1.0
130.211.38.145-192.168.50.9-443-56054-6,100127394,44940737.5,0,2.0
172.16.0.5-192.168.50.4-59753-59753-6,36369768,12123136.0,1,1.0
172.16.0.5-192.168.50.4-61601-61601-6,60287891,18890588.33333333,1,1.0
172.16.0.5-192.168.50.4-45064-45064-6,67351503,15523038.5,1,2.0
192.168.50.6-8.8.8.8-61892-53-17,53794,0.0,0,1.0
192.168.50.8-4.2.2.4-63688-53-17,20793,0.0,0,1.0
192.168.50.9-23.192.125.11-49614-80-6,34701,0.0,0,1.0
172.16.0.5-192.168.50.4-33497-33497-6,65999886,13199926.0,1,2.0
172.16.0.5-192.168.50.4-57713-57713-6,51060862,17020237.666666668,1,2.0
172.16.0.5-192.168.50.4-32884-32884-6,62393465,15598288.5,1,2.0
192.168.50.8-4.2.2.4-51993-53-17,20710,0.0,0,1.0
172.16.0.5-192.168.50.4-15155-15155-6,50564167,12641001.25,1,2.0
172.16.0.5-192.168.50.4-62480-62480-6,68509567,13701827.4,1,2.0
172.16.0.5-192.168.50.4-42090-42090-6,52756304,26378151.5,1,1.0
172.217.0.226-192.168.50.8-443-62444-6,116550680,57914607.5,0,2.0
172.16.0.5-192.168.50.4-53266-53266-6,55831261,18610419.0,1,1.0
192.168.50.8-74.208.236.171-61670-80-6,5327789,0.0,0,1.0
192.168.50.253-224.0.0.5-0-0-0,113821579,9485124.333333334,0,2.0
172.16.0.5-192.168.50.4-28006-28006-6,41608482,13869472.333333336,1,1.0
172.16.0.5-192.168.50.4-37858-37858-6,49901869,24950933.0,1,1.0
192.168.50.8-8.8.8.8-61358-53-17,46474,0.0,0,2.0
192.168.50.6-8.8.8.8-59719-53-17,54707,0.0,0,2.0
172.217.11.6-192.168.50.6-443-56606-6,40808,0.0,0,2.0
172.16.0.5-192.168.50.4-48226-48226-6,41259893,10314922.25,1,1.0
192.168.50.8-204.154.111.119-61181-443-6,287,0.0,0,2.0
172.16.0.5-192.168.50.4-47824-47824-6,60509163,10084782.5,1,1.0
172.16.0.5-192.168.50.4-62162-62162-6,51781176,12099328.5,1,1.0
192.168.50.6-224.0.0.252-56499-5355-17,418610,0.0,0,2.0
192.168.50.9-23.194.182.213-47034-443-6,115440756,10202061.909090908,0,2.0
172.16.0.5-192.168.50.4-62640-62640-6,39561757,13187215.0,1,1.0
192.168.50.6-8.8.8.8-50201-53-17,45464,0.0,0,1.0
172.16.0.5-192.168.50.4-54654-54654-6,55932521,13983085.0,1,1.0
192.168.50.9-72.21.91.29-53084-80-6,30545446,10133399.0,0,1.0
136.243.95.174-192.168.50.9-443-57336-6,299,0.0,0,1.0
192.168.50.6-4.2.2.4-63483-53-17,20888,0.0,0,1.0
172.16.0.5-192.168.50.4-45795-45795-6,67567846,11261267.333333336,1,2.0
172.217.6.230-192.168.50.6-443-56340-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-64655-4239-6,43399170,14466354.333333336,1,2.0
192.168.50.4-52.85.89.77-50998-443-6,1,0.0,0,2.0
172.217.12.195-192.168.50.8-443-60902-6,3,0.0,0,2.0
172.16.0.5-192.168.50.4-6727-6727-6,58530065,14551446.75,1,1.0
192.168.50.6-8.8.8.8-52559-53-17,45410,0.0,0,2.0
192.168.50.8-8.8.8.8-50795-53-17,46250,0.0,0,2.0
172.16.0.5-192.168.50.4-65409-4993-6,32207134,16103459.5,1,1.0
172.16.0.5-192.168.50.4-39125-39125-6,7596593,7596492.0,1,2.0
192.168.50.9-203.154.100.129-50122-443-6,3,0.0,0,2.0
172.16.0.5-192.168.50.4-44442-44442-6,66248078,13249558.6,1,1.0
172.16.0.5-192.168.50.4-36273-36273-6,32153387,27958599.0,1,1.0
192.168.50.6-8.8.8.8-60356-53-17,46940,0.0,0,1.0
192.168.50.4-54.186.113.55-39576-443-6,196,0.0,0,1.0
172.16.0.5-192.168.50.4-11433-11433-6,58955855,11791140.8,1,2.0
172.16.0.5-192.168.50.4-40814-40814-6,34073724,11357850.333333336,1,2.0
172.16.0.5-192.168.50.4-30326-30326-6,50300241,16766745.666666664,1,2.0
172.16.0.5-192.168.50.4-63092-2676-6,48742590,14979957.0,1,1.0
172.16.0.5-192.168.50.4-42572-42572-6,60020122,12003976.8,1,1.0
172.16.0.5-192.168.50.4-34269-34269-6,67695270,13538959.4,1,1.0
192.168.50.9-72.21.91.29-53418-80-6,28650,0.0,0,2.0
172.16.0.5-192.168.50.4-53330-53330-6,53529688,13382380.5,1,1.0
172.16.0.5-192.168.50.4-51320-51320-6,53661349,17887115.0,1,1.0
172.16.0.5-192.168.50.4-5580-5580-6,49563301,12390823.75,1,1.0
172.16.0.5-192.168.50.4-36856-36856-6,22160323,11080043.5,1,2.0
192.168.50.9-216.155.194.56-32934-443-6,15225857,7479492.0,0,2.0
192.168.50.8-4.2.2.4-59672-53-17,21307,0.0,0,2.0
192.168.50.8-4.2.2.4-60606-53-17,20899,0.0,0,1.0
172.16.0.5-192.168.50.4-64443-64443-6,47610292,15870062.333333336,1,2.0
172.217.2.163-192.168.50.9-443-44414-6,1,0.0,0,1.0
172.16.0.5-192.168.50.4-14862-14862-6,68325758,13665081.4,1,2.0
172.16.0.5-192.168.50.4-28836-28836-6,61364903,10148857.5,1,2.0
172.16.0.5-192.168.50.4-676-165-6,60193965,13980194.0,1,1.0
172.217.3.102-192.168.50.9-80-37976-6,106,0.0,0,2.0
172.16.0.5-192.168.50.4-35494-35494-6,62257974,15564467.25,1,1.0
172.16.0.5-192.168.50.4-21017-21017-6,37820331,18910138.0,1,1.0
172.16.0.5-192.168.50.4-58550-58550-6,38469746,19234718.0,1,1.0
172.16.0.5-192.168.50.4-26768-26768-6,37507048,12502282.333333336,1,2.0
192.168.50.8-4.2.2.4-53014-53-17,21236,0.0,0,1.0
172.16.0.5-192.168.50.4-24080-24080-6,43633888,14544628.333333336,1,2.0
172.16.0.5-192.168.50.4-38294-38294-6,41538256,12702893.0,1,2.0
192.168.50.6-74.208.236.171-58388-80-6,7353654,0.0,0,1.0
172.16.0.5-192.168.50.4-60061-60061-6,69143793,13828703.4,1,2.0
192.168.50.8-4.2.2.4-57220-53-17,25571,0.0,0,1.0
172.217.2.166-192.168.50.9-443-54728-6,728,0.0,0,1.0
172.16.0.5-192.168.50.4-35836-35836-6,46178560,15392816.0,1,2.0
192.168.50.6-74.208.236.171-57371-80-6,7247833,0.0,0,1.0
192.168.50.9-205.185.216.42-42716-443-6,10127449,9958881.0,0,2.0
172.16.0.5-192.168.50.4-57451-57451-6,44924466,11231077.25,1,1.0
192.168.50.6-74.208.236.171-56286-80-6,7165491,0.0,0,2.0
172.16.0.5-192.168.50.4-19968-19968-6,58828001,14706921.25,1,1.0
172.217.2.163-192.168.50.9-443-44572-6,672,0.0,0,2.0
172.16.0.5-192.168.50.4-12475-12475-6,67396544,13479263.2,1,2.0
192.168.50.8-74.208.236.171-61258-80-6,5242176,0.0,0,1.0
172.16.0.5-192.168.50.4-53960-53960-6,59706070,19902006.0,1,2.0
192.168.50.8-74.208.236.171-61019-80-6,56053,0.0,0,1.0
172.217.9.227-192.168.50.9-443-45170-6,101,0.0,0,1.0
172.16.0.5-192.168.50.4-13496-13496-6,40745515,10186275.75,1,2.0
172.217.12.161-192.168.50.6-443-56912-6,117206447,58043754.5,0,1.0
192.168.50.6-8.8.8.8-64706-53-17,46062,0.0,0,2.0
172.16.0.5-192.168.50.4-49954-49954-6,71715554,17036408.0,1,1.0
172.217.9.227-192.168.50.9-443-48344-6,68,0.0,0,2.0
172.16.0.5-192.168.50.4-22697-22697-6,31303409,31303407.0,1,2.0
173.194.206.109-192.168.50.9-465-53846-6,1738730,0.0,0,1.0
172.16.0.5-192.168.50.4-45402-45402-6,36688062,18344029.5,1,2.0
172.217.12.170-192.168.50.6-443-57444-6,63476362,58720056.0,0,2.0
172.16.0.5-192.168.50.4-28629-28629-6,54370763,12714241.5,1,2.0
192.168.50.255-192.168.50.6-137-137-17,1496753,0.0,0,2.0
172.16.0.5-192.168.50.4-63166-2750-6,20823617,18980987.0,1,2.0
172.16.0.5-192.168.50.4-30004-30004-6,11697200,11697198.0,1,2.0
172.217.2.164-192.168.50.9-443-51876-6,117976946,58837207.5,0,1.0
172.217.11.6-192.168.50.6-443-56351-6,1,0.0,0,2.0
192.168.50.6-4.2.2.4-49443-53-17,20680,0.0,0,1.0
192.168.50.9-34.198.53.121-59462-443-6,382,0.0,0,1.0
172.16.0.5-192.168.50.4-56088-56088-6,71790773,23646769.0,1,2.0
172.16.0.5-192.168.50.4-59746-59746-6,24551542,12275769.5,1,1.0
192.168.50.8-4.2.2.4-62675-53-17,21565,0.0,0,1.0
172.16.0.5-192.168.50.4-19462-19462-6,35918308,10169574.333333334,1,1.0
172.16.0.5-192.168.50.4-35336-35336-6,72082805,12013774.166666664,1,1.0
192.168.50.6-8.8.8.8-56008-53-17,47009,0.0,0,2.0
172.217.6.238-192.168.50.9-80-36630-6,41291,0.0,0,2.0
172.217.2.161-192.168.50.9-443-40472-6,118512,0.0,0,2.0
172.16.0.5-192.168.50.4-20540-20540-6,43360100,14453313.333333336,1,1.0
172.16.0.5-192.168.50.4-38035-38035-6,61389388,15347260.25,1,1.0
172.16.0.5-192.168.50.4-36199-36199-6,45183231,22591587.5,1,1.0
172.16.0.5-192.168.50.4-21628-21628-6,53994764,10798874.4,1,1.0
172.16.0.5-192.168.50.4-46148-64615-6,9113478,9113476.0,1,2.0
192.168.50.6-74.208.236.171-57366-80-6,7252166,0.0,0,2.0
172.217.0.98-192.168.50.8-443-62082-6,1,0.0,0,1.0
192.168.50.8-8.8.8.8-61942-53-17,45525,0.0,0,1.0
192.168.50.6-4.2.2.4-54514-53-17,24568,0.0,0,1.0
172.217.6.230-192.168.50.6-443-56437-6,2,0.0,0,1.0
172.16.0.5-192.168.50.4-9499-9499-6,53140142,17713334.666666668,1,1.0
172.16.0.5-192.168.50.4-25648-25648-6,66114684,13222862.2,1,1.0
172.16.0.5-192.168.50.4-63434-3018-6,64786468,16196592.75,1,1.0
192.168.50.8-4.2.2.4-64591-53-17,21087,0.0,0,2.0
192.168.50.6-4.2.2.4-60040-53-17,21119,0.0,0,2.0
172.16.0.5-192.168.50.4-64833-4417-6,38355472,19177734.5,1,2.0
172.217.9.230-192.168.50.6-443-58271-6,1631,0.0,0,2.0
172.217.11.14-192.168.50.8-80-61345-6,115373929,9985165.363636363,0,1.0
192.168.50.6-72.21.91.29-57212-80-6,220,0.0,0,2.0
172.16.0.5-192.168.50.4-8215-50076-6,8595257,8595211.0,1,2.0
8.0.6.4-8.6.0.1-0-0-0,58876171,58874093.0,0,1.0
172.16.0.5-192.168.50.4-30919-30919-6,59288687,14822114.75,1,1.0
172.16.0.5-192.168.50.4-23499-23499-6,63176205,21058667.33333333,1,1.0
192.168.50.6-23.211.100.18-57956-443-6,5190866,5060883.0,0,2.0
172.16.0.5-192.168.50.4-35711-35711-6,53353905,10670734.6,1,1.0
172.16.0.5-192.168.50.4-6203-6203-6,52731724,17577239.666666668,1,2.0
172.16.0.5-192.168.50.4-47167-47167-6,49706969,12426710.25,1,2.0
172.217.3.106-192.168.50.4-443-40046-6,163,0.0,0,1.0
192.168.50.6-4.2.2.4-63080-53-17,72577,0.0,0,1.0
192.168.50.6-4.2.2.4-55045-53-17,20749,0.0,0,1.0
172.16.0.5-192.168.50.4-59578-59578-6,50694697,12673637.0,1,1.0
192.168.50.8-74.208.236.171-61645-80-6,15226040,10008315.0,0,2.0
172.16.0.5-192.168.50.4-56703-56703-6,46532629,11633142.5,1,1.0
192.168.50.6-4.2.2.4-55176-53-17,20832,0.0,0,2.0
172.16.0.5-192.168.50.4-62120-1704-6,60200797,12040116.2,1,1.0
172.217.10.2-192.168.50.8-443-62305-6,1,0.0,0,2.0
172.16.0.5-192.168.50.4-40545-40545-6,46803612,11700865.0,1,1.0
172.16.0.5-192.168.50.4-26106-26106-6,62812976,20937608.33333333,1,1.0
192.168.50.9-205.185.216.10-59930-443-6,155,0.0,0,2.0
172.16.0.5-192.168.50.4-47172-47172-6,58376017,11675139.8,1,1.0
172.217.2.174-192.168.50.9-80-49146-6,26590,0.0,0,1.0
151.101.118.2-192.168.50.9-443-45866-6,117600645,58667304.5,0,2.0
172.16.0.5-192.168.50.4-22969-22969-6,66150731,13230091.6,1,1.0
172.16.0.5-192.168.50.4-41600-15140-6,7759293,7759291.0,1,1.0
172.16.0.5-192.168.50.4-12279-12279-6,41681746,13893865.666666664,1,1.0
172.16.0.5-192.168.50.4-36124-36124-6,25280899,12640447.5,1,1.0
172.217.12.194-192.168.50.8-443-60961-6,951,0.0,0,2.0
192.168.50.6-8.8.8.8-56483-53-17,54780,0.0,0,2.0
192.168.50.8-4.2.2.4-52753-53-17,20618,0.0,0,2.0
172.16.0.5-192.168.50.4-63097-63097-6,59422684,14855628.0,1,1.0
192.168.50.8-52.85.89.82-61179-443-6,2,0.0,0,1.0
192.168.50.8-4.2.2.4-61865-53-17,20949,0.0,0,1.0
172.217.10.130-192.168.50.8-443-60912-6,141533,0.0,0,2.0
192.168.50.7-65.55.44.109-51705-443-6,54120,0.0,0,1.0
192.168.50.8-4.2.2.4-52592-53-17,24446,0.0,0,1.0
192.168.50.8-4.2.2.4-63635-53-17,24268,0.0,0,2.0
192.168.50.8-8.8.8.8-63856-53-17,46148,0.0,0,2.0
172.16.0.5-192.168.50.4-62425-2009-6,44290256,22145126.5,1,1.0
162.248.19.151-192.168.50.8-443-61920-6,41914,0.0,0,2.0
172.16.0.5-192.168.50.4-28480-28480-6,48069816,24034851.5,1,1.0
172.217.12.162-192.168.50.6-443-56546-6,1307,0.0,0,1.0
172.16.0.5-192.168.50.4-65206-65206-6,54765171,10952933.6,1,2.0
172.16.0.5-192.168.50.4-44121-44121-6,54265223,10853029.6,1,2.0
172.217.6.226-192.168.50.8-443-60818-6,910,0.0,0,1.0
192.168.50.9-74.125.192.108-37544-465-6,2,0.0,0,1.0
172.16.0.5-192.168.50.4-40454-40454-6,64184123,10697276.5,1,2.0
172.16.0.5-192.168.50.4-44770-44770-6,50243670,12560889.5,1,1.0
